SSIP,Stdevpack,Stdevbyte,NbFlow,NbIntFlow,Class
41,0.21458281767177534,45.3846206078791,41,0.5161290322580645,1
41,0.37236762518113536,83.43013177897808,41,0.5161290322580645,1
41,0.45074801975748774,113.21592181832807,41,0.5161290322580645,1
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
41,0.27982825117576571,80.671681123401413,41,0.5161290322580645,1
41,0.27982825117576571,84.814672174246923,41,0.5161290322580645,1
13,0.58949130612757983,324.22809872063834,26,1,0
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
41,0.12597176896623638,48.62510282096725,41,0.5161290322580645,1
12,0.51520102752753905,294.46656101424418,24,1,0
12,0.71145824860364981,316.13832630357348,24,1,0
41,0.12597176896623638,54.167860655481633,41,0.5161290322580645,1
41,0.45074801975748774,113.0908636642626,41,0.5161290322580645,1
12,0.75034618049385549,339.28861540425476,25,1,0
12,0.51028209025435034,279.09954141241531,25,1,0
41,0.27982825117576571,80.671681123401413,41,0.5161290322580645,1
12,0.59545834205182957,331.41627275207134,25,1,0
11,0.87645084857360822,316.78004905765272,22,1,0
41,0.46523242264051479,99.82894839977844,41,0.5161290322580645,1
12,0.67300230219920654,333.48149832070476,24,1,0
12,0.59078800843799073,334.7425903594492,25,1,0
41,0.45074801975748774,100.7213782957007,41,0.5161290322580645,1
13,0.67082039324993692,281.52748422667372,26,1,0
41,0.45074801975748774,116.71834790097301,41,0.5161290322580645,1
12,0.74059196207738354,321.06574175130515,25,1,0
13,0.68874886569779559,311.71076236633218,26,1,0
13,0.56513272777286583,308.97070957454849,26,1,0
12,0.59078800843799073,321.18226890894186,25,1,0
13,0.67823299831252681,299.8029092170388,26,1,0
41,0.45074801975748774,121.22357892509589,41,0.5161290322580645,1
13,0.76811457478686085,328.34729708039322,26,1,0
41,0.27982825117576571,75.40102463580341,41,0.5161290322580645,1
41,0.45074801975748774,115.21712299759017,41,0.5161290322580645,1
41,0.45074801975748774,113.71617460275876,41,0.5161290322580645,1
13,0.5099019513592784,334.7377620989302,26,1,0
41,0.35336939193881689,88.87840405630746,41,0.5161290322580645,1
13,0.67035438388959612,335.13695334892572,26,1,0
41,0.27982825117576571,81.04825710148458,41,0.5161290322580645,1
12,0.82915619758884995,324.99271596775634,24,1,0
13,0.70533679898329416,345.01057139600812,26,1,0
12,0.59056365626303609,336.77711220103595,24,1,0
41,0.45074801975748774,116.21790953806791,41,0.5161290322580645,1
40,0.21794494717703372,11.76902714755982,40,0.5,1
12,0.70465409678925706,360.48725585566689,25,1,0
12,0.61378440998371586,336.14060588570334,25,1,0
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
13,0.70000000000000007,335.06475120489773,26,1,0
13,0.59107952087684446,332.21390323103577,26,1,0
13,0.74119835401867973,293.59679409012625,26,1,0
13,0.66332495807108005,336.90048975921655,26,1,0
41,0.27982825117576571,72.766793549642912,41,0.5161290322580645,1
13,0.4330127018922193,342.73667370154601,26,1,0
12,0.59835164523716711,328.97983328750797,24,1,0
13,0.59107952087684446,333.51296732660933,26,1,0
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
12,0.57474551757477776,331.05504664000694,25,1,0
41,0.45074801975748774,100.7213782957007,41,0.5161290322580645,1
12,0.58667096867389357,326.54941976017409,25,1,0
41,0.12597176896623641,55.427578345143978,41,0.5161290322580645,1
13,0.5830951894845301,339.74477093106231,26,1,0
41,0.45074801975748774,105.21659440303679,41,0.5161290322580645,1
41,0.45074801975748774,111.71535946351526,41,0.5161290322580645,1
41,0.45074801975748774,110.71515231969735,41,0.5161290322580645,1
12,0.41573970964154905,340.92809965710143,24,1,0
41,0.27982825117576571,86.321549972148759,41,0.5161290322580645,1
12,0.59835164523716711,335.95120507501986,24,1,0
41,0.35336939193881689,82.162672392342543,41,0.5161290322580645,1
12,0.5210260492953509,336.29208383631266,25,1,0
41,0.45074801975748774,112.71570141037532,41,0.5161290322580645,1
41,0.21458281767177534,45.630967814909283,41,0.5161290322580645,1
41,0.12597176896623638,51.396481738224416,41,0.5161290322580645,1
41,0.27982825117576571,76.530216839429613,41,0.5161290322580645,1
41,0.53005408790822528,117.59522454856963,41,0.5161290322580645,1
41,0.27982825117576571,86.698295443926753,41,0.5161290322580645,1
12,0.6552578735783543,307.46191800763029,25,1,0
41,0.45074801975748774,110.71515231969735,41,0.5161290322580645,1
12,0.48879409528965029,309.97848196250396,25,1,0
41,0.45074801975748774,117.21881581229631,41,0.5161290322580645,1
13,0.74161984870956632,336.69076966112391,26,1,0
12,0.84045891698270059,338.34016488515698,25,1,0
13,0.76444424257103272,332.9594419745444,26,1,0
40,0.0,0.0,40,0.5,1
41,0.45074801975748774,117.21881581229631,41,0.5161290322580645,1
12,0.711986803077299,332.55285544113116,25,1,0
40,0.0,0.0,40,0.5,1
12,0.57735026918962573,343.95464615427295,24,1,0
42,0.44387102222943098,116.88752857314377,42,0.515625,1
12,0.71441431371043296,337.00280706065195,25,1,0
41,0.45074801975748774,96.728747393525708,41,0.5161290322580645,1
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
13,0.61441028637222539,317.59045561855288,26,1,0
41,0.45074801975748774,97.726609040036266,41,0.5161290322580645,1
42,0.44387102222943098,117.38035381160469,42,0.515625,1
41,0.45074801975748774,119.22097549911015,41,0.5161290322580645,1
41,0.27982825117576571,84.814672174246923,41,0.5161290322580645,1
12,0.75769368678357729,315.93280190344205,25,1,0
13,0.65907131632320337,339.25844130986627,26,1,0
12,0.59835164523716711,322.97017000007378,24,1,0
41,0.45074801975748774,113.71617460275876,41,0.5161290322580645,1
13,0.46837484987987987,328.8719118061012,26,1,0
12,0.67811045930132241,333.46404823930277,25,1,0
13,0.8660254037844386,350.04485426870656,26,1,0
41,0.45074801975748774,96.728747393525708,41,0.5161290322580645,1
13,0.78102496759066542,311.29754255374394,26,1,0
41,0.27982825117576571,78.412495885069973,41,0.5161290322580645,1
13,0.70311805552126172,338.74453408874365,26,1,0
13,0.67082039324993692,321.54625542058483,26,1,0
12,0.73543097960432213,323.9849961044971,25,1,0
41,0.12597176896623641,47.869272207169807,41,0.5161290322580645,1
41,0.45074801975748774,117.21881581229631,41,0.5161290322580645,1
13,0.65383484153110105,302.56118286224358,26,1,0
12,0.81875522032126546,327.73480935530466,25,1,0
41,0.45074801975748774,107.21554335418242,41,0.5161290322580645,1
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
41,0.27982825117576571,81.801446117343531,41,0.5161290322580645,1
41,0.27982825117576571,86.321549972148759,41,0.5161290322580645,1
41,0.12597176896623641,52.152312352021838,41,0.5161290322580645,1
12,0.73543097960432213,338.63475286047554,25,1,0
13,0.5099019513592784,350.00228570682219,26,1,0
12,0.80036349082871305,313.27608229740775,25,1,0
41,0.12597176896623638,52.656199427886797,41,0.5161290322580645,1
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
41,0.45074801975748774,107.71537725598213,41,0.5161290322580645,1
41,0.17668469596940845,50.73516760640441,41,0.5161290322580645,1
41,0.45074801975748774,115.21712299759017,41,0.5161290322580645,1
13,0.53619026473818043,355.74502719644585,26,1,0
41,0.45074801975748774,100.7213782957007,41,0.5161290322580645,1
12,0.73859643335046299,312.27221204196229,24,1,0
13,0.66332495807108005,327.14071800220773,26,1,0
13,0.39999999999999997,344.20146716712293,26,1,0
42,0.12401959270615269,55.064699161531792,42,0.515625,1
41,0.45074801975748774,105.21659440303679,41,0.5161290322580645,1
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
12,0.74803528439746814,311.26241144918771,25,1,0
13,0.74161984870956632,336.69201059722224,26,1,0
13,0.59107952087684446,333.58044007405471,26,1,0
12,0.79819741516332121,318.77378027637366,25,1,0
41,0.12597176896623638,55.17563480721153,41,0.5161290322580645,1
41,0.12597176896623638,52.404255889954321,41,0.5161290322580645,1
13,0.5471517157059822,321.03456881619462,26,1,0
12,0.74478798410973179,320.5595134480489,25,1,0
12,0.75920279826202475,307.37672802621017,24,1,0
13,0.61441028637222539,338.27473948700333,26,1,0
41,0.45074801975748774,119.22097549911015,41,0.5161290322580645,1
41,0.45074801975748774,108.09027738199273,41,0.5161290322580645,1
41,0.35336939193881689,85.14574179907089,41,0.5161290322580645,1
12,0.59545834205182957,326.85405944746248,25,1,0
41,0.45074801975748774,102.71882051215815,41,0.5161290322580645,1
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
41,0.45074801975748774,114.21645933825344,41,0.5161290322580645,1
41,0.45074801975748774,110.21510044583324,41,0.5161290322580645,1
41,0.45074801975748774,100.22213102057817,41,0.5161290322580645,1
12,0.75102810192198743,330.15368077926792,24,1,0
12,0.41573970964154905,347.55730831292902,24,1,0
42,0.27766437594501436,75.932061769289177,42,0.5158730158730159,1
41,0.27982825117576571,85.56808998039412,41,0.5161290322580645,1
42,0.44387102222943098,101.13391783144516,42,0.515625,1
41,0.12597176896623638,55.931465421008944,41,0.5161290322580645,1
12,0.58465458832914408,332.5442744123622,24,1,0
41,0.45074801975748774,116.71834790097301,41,0.5161290322580645,1
41,0.45074801975748774,110.21510044583323,41,0.5161290322580645,1
13,0.39999999999999997,343.19935897376035,26,1,0
12,0.45351810367405493,338.08979039774499,25,1,0
41,0.12597176896623638,55.175634807211537,41,0.5161290322580645,1
12,0.67401307762451035,342.89608595283335,25,1,0
13,0.65383484153110105,341.26953332373517,26,1,0
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
12,0.72212751231643391,350.42203285186457,25,1,0
12,0.75034618049385537,335.73397082954693,25,1,0
41,0.45074801975748774,99.223777193059234,41,0.5161290322580645,1
41,0.45074801975748774,99.722930418217601,41,0.5161290322580645,1
41,0.12597176896623641,53.160086503751721,41,0.5161290322580645,1
41,0.27982825117576571,86.698295443926753,41,0.5161290322580645,1
12,0.76173940004456042,317.42596468398034,24,1,0
41,0.45074801975748774,109.21510246124004,41,0.5161290322580645,1
41,0.45074801975748774,109.21510246124004,41,0.5161290322580645,1
41,0.45074801975748774,104.09246694808515,41,0.5161290322580645,1
13,0.4898979485566356,318.78263656447791,26,1,0
42,0.53377158914183509,97.861663962133306,42,0.515625,1
13,0.70666470125512848,336.26960909365567,26,1,0
41,0.45074801975748774,119.22097549911015,41,0.5161290322580645,1
12,0.66666666666666663,319.93837538377585,24,1,0
13,0.62799283435402353,343.10256392950492,26,1,0
12,0.60297048617839999,296.85418158525869,25,1,0
13,0.31622776601683794,265.34445066742961,26,1,0
41,0.45074801975748774,119.7215856247992,41,0.5161290322580645,1
13,0.65907131632320337,346.02155911879248,26,1,0
13,0.71414284285428498,328.28475063578566,26,1,0
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
13,0.63047601064592462,343.97925446166079,26,1,0
41,0.45074801975748774,103.21829105706458,41,0.5161290322580645,1
41,0.45074801975748774,116.71834790097301,41,0.5161290322580645,1
41,0.45074801975748774,112.465603482582,41,0.5161290322580645,1
13,0.67823299831252681,306.67231697693222,26,1,0
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
12,0.56685945338257937,333.99647621177627,25,1,0
41,0.12597176896623641,45.60178036577755,41,0.5161290322580645,1
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
13,0.73781772816868529,348.62958046471044,26,1,0
41,0.45074801975748774,107.71537725598213,41,0.5161290322580645,1
12,0.61152368624327635,338.81562187016806,25,1,0
13,0.44651427748729383,336.78530902490388,26,1,0
11,0.40434491426080943,331.52173518436763,22,1,0
41,0.45074801975748774,114.71677560679232,41,0.5161290322580645,1
41,0.45074801975748774,115.21712299759017,41,0.5161290322580645,1
12,0.7753115717187492,325.6772115483115,25,1,0
41,0.27982825117576571,80.671681123401413,41,0.5161290322580645,1
41,0.45074801975748774,109.21510246124004,41,0.5161290322580645,1
12,0.67300230219920654,318.70785003328598,24,1,0
41,0.45074801975748774,113.21592181832807,41,0.5161290322580645,1
41,0.45074801975748774,109.71508366567888,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
12,0.57474551757477776,352.02601185053152,25,1,0
13,0.6403124237432849,326.62821372318717,26,1,0
12,0.75102810192198743,331.75841370148908,24,1,0
12,0.4330127018922193,337.9021461007701,24,1,0
41,0.45074801975748774,113.21592181832807,41,0.5161290322580645,1
13,0.59999999999999998,339.10204585050798,26,1,0
13,0.58683472971527506,347.33594688715999,26,1,0
41,0.27982825117576571,72.014306591108166,41,0.5161290322580645,1
41,0.12597176896623641,51.900368814089347,41,0.5161290322580645,1
13,0.5830951894845301,335.8213624830916,26,1,0
12,0.71198680307729911,331.74577361324333,25,1,0
41,0.45074801975748774,109.71508366567888,41,0.5161290322580645,1
12,0.4969039949999533,323.26243375970381,24,1,0
12,0.45045375706904445,293.88701731680567,25,1,0
12,0.59777982587371303,275.02291644631566,25,1,0
13,0.66895440801298256,336.0824861548129,26,1,0
41,0.12597176896623641,45.097893289912626,41,0.5161290322580645,1
41,0.27982825117576571,80.671681123401413,41,0.5161290322580645,1
12,0.75172930826766837,335.40622515477588,25,1,0
12,0.71308320294407979,300.4774325968591,24,1,0
41,0.45074801975748774,108.71515732335503,41,0.5161290322580645,1
41,0.27982825117576571,88.958976678791515,41,0.5161290322580645,1
41,0.27982825117576571,88.958976678791515,41,0.5161290322580645,1
13,0.58949130612757983,321.4621663197708,26,1,0
13,0.57227615711297986,287.15690397411657,26,1,0
41,0.45074801975748774,109.71508366567888,41,0.5161290322580645,1
41,0.12597176896623638,47.365385131304883,41,0.5161290322580645,1
41,0.45074801975748774,114.21645933825344,41,0.5161290322580645,1
41,0.55311058708007255,110.3112803116519,41,0.5161290322580645,1
41,0.45074801975748774,119.22097549911015,41,0.5161290322580645,1
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
41,0.45074801975748774,108.21524875189705,41,0.5161290322580645,1
12,0.84087080571949779,327.78011534658492,25,1,0
12,0.61884084296341291,338.20921584754387,25,1,0
13,0.56953928749472593,289.91559008614905,26,1,0
41,0.12597176896623638,47.365385131304883,41,0.5161290322580645,1
12,0.52102604929535079,347.3855577910125,25,1,0
12,0.74948542017955777,305.92454992516309,24,1,0
41,0.45074801975748774,117.71931289517433,41,0.5161290322580645,1
11,0.77593564460428932,338.63970835701559,22,1,0
42,0.44387102222943098,118.85899192293994,42,0.515625,1
12,0.71586686888081286,325.492783236523,25,1,0
41,0.45074801975748774,120.7228876756222,41,0.5161290322580645,1
13,0.73993242934743708,333.81373455117154,26,1,0
12,0.63649403276041183,337.65098295146225,25,1,0
11,0.42418250299576349,345.77770650858781,22,1,0
12,0.7447879841097319,347.84444656019747,25,1,0
12,0.73165467233988635,294.97743939273141,25,1,0
12,0.64009547898905073,343.54442899188166,24,1,0
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
11,0.69102000732180768,349.22474817871148,22,1,0
41,0.45074801975748774,98.724672063722196,41,0.5161290322580645,1
41,0.45074801975748774,113.71617460275876,41,0.5161290322580645,1
11,0.84836500599152687,335.43540882681083,22,1,0
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
41,0.12597176896623638,51.144538200291954,41,0.5161290322580645,1
41,0.45074801975748774,107.21554335418242,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
13,0.58309518948452999,335.42166000424004,26,1,0
12,0.67862089253829616,328.6869116234721,25,1,0
42,0.44387102222943098,97.693033072668499,42,0.515625,1
12,0.67401307762451035,343.82672651647658,25,1,0
12,0.76376261582597338,329.38442398727983,24,1,0
13,0.73781772816868529,329.7518915791083,26,1,0
13,0.61441028637222539,343.1066306558356,26,1,0
42,0.12401959270615269,56.05685590318101,42,0.515625,1
41,0.12597176896623638,53.412030041684211,41,0.5161290322580645,1
13,0.73484692283495345,339.76364486948864,26,1,0
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
42,0.44387102222943098,105.06890875010313,42,0.515625,1
12,0.66666666666666663,307.01412859072298,24,1,0
13,0.65144071103976919,304.39512151149859,26,1,0
41,0.12597176896623638,55.679521883076454,41,0.5161290322580645,1
13,0.82915619758884995,314.03953174719902,26,1,0
11,0.69600938624701369,341.78680828601199,22,1,0
41,0.27982825117576571,89.335790446688577,41,0.5161290322580645,1
41,0.45074801975748774,110.21510044583323,41,0.5161290322580645,1
41,0.45074801975748774,116.21790953806791,41,0.5161290322580645,1
12,0.71586686888081286,332.95597210874723,25,1,0
12,0.44034738238635557,335.40344189731428,25,1,0
40,0.0,0.0,40,0.5,1
12,0.63866637365850509,325.97697180872223,25,1,0
13,0.61997983838186221,315.03959969343538,26,1,0
42,0.44387102222943098,107.52953355212465,42,0.515625,1
12,0.7447879841097319,353.82559537017409,25,1,0
41,0.12597176896623638,53.915917117549178,41,0.5161290322580645,1
41,0.45074801975748774,116.71834790097301,41,0.5161290322580645,1
41,0.27982825117576571,87.828592169619782,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
41,0.45074801975748774,107.21554335418242,41,0.5161290322580645,1
41,0.27982825117576571,77.659541734912338,41,0.5161290322580645,1
13,0.4330127018922193,346.79745439521321,26,1,0
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
13,0.66332495807108005,326.31080276325514,26,1,0
41,0.45074801975748774,105.71627254570284,41,0.5161290322580645,1
13,0.65144071103976919,278.25689119948134,26,1,0
13,0.5,325.96646683362997,26,1,0
41,0.27982825117576571,78.412495885069987,41,0.5161290322580645,1
12,0.66574266529860615,345.7849274715166,25,1,0
12,0.40768245749551768,344.39161902929305,25,1,0
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
12,0.74803528439746814,338.26629841392611,25,1,0
41,0.12597176896623641,49.380933434764685,41,0.5161290322580645,1
12,0.58430535029406616,282.90787240005886,25,1,0
13,0.66895440801298256,293.02984063060882,26,1,0
13,0.63196123298822682,323.94497893160803,26,1,0
13,0.57825167531101884,337.44466120387796,26,1,0
13,0.59999999999999998,304.43881877152262,26,1,0
13,0.45757513044307818,345.72931608412961,26,1,0
41,0.45074801975748774,109.21510246124004,41,0.5161290322580645,1
